city,state,population,country,date,retail_and_recreation,grocery_and_pharnacy,transit_stations,workplaces,residential
Mumbai,Maharashtra,12442373,India,2020-02-15,-3.0,-1.0,3.0,2.0,0.0
Mumbai,Maharashtra,12442373,India,2020-02-16,0.0,-1.0,2.0,0.0,0.0
Mumbai,Maharashtra,12442373,India,2020-02-17,-2.0,0.0,0.0,1.0,1.0
Mumbai,Maharashtra,12442373,India,2020-02-18,0.0,1.0,2.0,1.0,0.0
Mumbai,Maharashtra,12442373,India,2020-02-19,-1.0,-1.0,-3.0,-12.0,3.0
Mumbai,Maharashtra,12442373,India,2020-02-20,0.0,2.0,2.0,0.0,0.0
Mumbai,Maharashtra,12442373,India,2020-02-21,-7.0,-1.0,-9.0,-22.0,6.0
Mumbai,Maharashtra,12442373,India,2020-02-22,-7.0,-5.0,-4.0,-5.0,2.0
Mumbai,Maharashtra,12442373,India,2020-02-23,-4.0,-4.0,-1.0,3.0,1.0
Mumbai,Maharashtra,12442373,India,2020-02-24,-3.0,-3.0,0.0,2.0,1.0
Mumbai,Maharashtra,12442373,India,2020-02-25,-3.0,-2.0,-1.0,2.0,1.0
Mumbai,Maharashtra,12442373,India,2020-02-26,-1.0,-3.0,2.0,3.0,0.0
Mumbai,Maharashtra,12442373,India,2020-02-27,-2.0,-3.0,-1.0,1.0,1.0
Mumbai,Maharashtra,12442373,India,2020-02-28,-3.0,-1.0,-1.0,4.0,1.0
Mumbai,Maharashtra,12442373,India,2020-02-29,-5.0,0.0,0.0,6.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-01,-2.0,2.0,-1.0,5.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-02,-2.0,1.0,0.0,4.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-03,-1.0,1.0,-1.0,3.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-04,0.0,3.0,2.0,6.0,0.0
Mumbai,Maharashtra,12442373,India,2020-03-05,-1.0,3.0,0.0,4.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-06,0.0,4.0,1.0,5.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-07,-2.0,5.0,3.0,4.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-08,1.0,4.0,-2.0,6.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-09,-1.0,6.0,-4.0,-4.0,2.0
Mumbai,Maharashtra,12442373,India,2020-03-10,-17.0,-21.0,-32.0,-60.0,18.0
Mumbai,Maharashtra,12442373,India,2020-03-11,-5.0,0.0,0.0,0.0,0.0
Mumbai,Maharashtra,12442373,India,2020-03-12,-6.0,1.0,-3.0,-1.0,1.0
Mumbai,Maharashtra,12442373,India,2020-03-13,-9.0,1.0,-7.0,-2.0,3.0
Mumbai,Maharashtra,12442373,India,2020-03-14,-14.0,3.0,-9.0,-5.0,5.0
Mumbai,Maharashtra,12442373,India,2020-03-15,-17.0,-1.0,-11.0,1.0,4.0
Mumbai,Maharashtra,12442373,India,2020-03-16,-12.0,1.0,-10.0,-8.0,5.0
Mumbai,Maharashtra,12442373,India,2020-03-17,-18.0,0.0,-15.0,-14.0,7.0
Mumbai,Maharashtra,12442373,India,2020-03-18,-22.0,-5.0,-19.0,-18.0,8.0
Mumbai,Maharashtra,12442373,India,2020-03-19,-28.0,-8.0,-26.0,-24.0,10.0
Mumbai,Maharashtra,12442373,India,2020-03-20,-41.0,-12.0,-33.0,-31.0,14.0
Mumbai,Maharashtra,12442373,India,2020-03-21,-60.0,-26.0,-45.0,-43.0,17.0
Mumbai,Maharashtra,12442373,India,2020-03-22,-86.0,-84.0,-78.0,-62.0,26.0
Mumbai,Maharashtra,12442373,India,2020-03-23,-69.0,-39.0,-69.0,-69.0,29.0
Mumbai,Maharashtra,12442373,India,2020-03-24,-76.0,-50.0,-76.0,-77.0,34.0
Mumbai,Maharashtra,12442373,India,2020-03-25,-82.0,-67.0,-81.0,-81.0,37.0
Mumbai,Maharashtra,12442373,India,2020-03-26,-80.0,-63.0,-79.0,-78.0,36.0
Mumbai,Maharashtra,12442373,India,2020-03-27,-80.0,-62.0,-79.0,-77.0,36.0
Mumbai,Maharashtra,12442373,India,2020-03-28,-82.0,-66.0,-79.0,-74.0,34.0
Mumbai,Maharashtra,12442373,India,2020-03-29,-82.0,-68.0,-77.0,-57.0,25.0
Mumbai,Maharashtra,12442373,India,2020-03-30,-79.0,-63.0,-79.0,-76.0,35.0
Mumbai,Maharashtra,12442373,India,2020-03-31,-80.0,-64.0,-80.0,-76.0,35.0
Mumbai,Maharashtra,12442373,India,2020-04-01,-80.0,-65.0,-80.0,-77.0,35.0
Mumbai,Maharashtra,12442373,India,2020-04-02,-81.0,-66.0,-81.0,-79.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-03,-80.0,-64.0,-80.0,-76.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-04,-82.0,-66.0,-79.0,-71.0,34.0
Mumbai,Maharashtra,12442373,India,2020-04-05,-82.0,-68.0,-78.0,-55.0,25.0
Mumbai,Maharashtra,12442373,India,2020-04-06,-80.0,-64.0,-80.0,-78.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-07,-82.0,-54.0,-76.0,-76.0,35.0
Mumbai,Maharashtra,12442373,India,2020-04-08,-83.0,-57.0,-76.0,-76.0,35.0
Mumbai,Maharashtra,12442373,India,2020-04-09,-83.0,-55.0,-77.0,-77.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-10,-83.0,-56.0,-78.0,-79.0,39.0
Mumbai,Maharashtra,12442373,India,2020-04-11,-85.0,-60.0,-77.0,-73.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-12,-85.0,-63.0,-75.0,-56.0,25.0
Mumbai,Maharashtra,12442373,India,2020-04-13,-82.0,-57.0,-77.0,-75.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-14,-83.0,-59.0,-78.0,-78.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-15,-82.0,-53.0,-75.0,-74.0,35.0
Mumbai,Maharashtra,12442373,India,2020-04-16,-87.0,-49.0,-75.0,-75.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-17,-87.0,-49.0,-75.0,-74.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-18,-89.0,-56.0,-75.0,-69.0,34.0
Mumbai,Maharashtra,12442373,India,2020-04-19,-89.0,-58.0,-73.0,-53.0,25.0
Mumbai,Maharashtra,12442373,India,2020-04-20,-87.0,-52.0,-75.0,-73.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-21,-87.0,-52.0,-75.0,-74.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-22,-87.0,-53.0,-75.0,-74.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-23,-88.0,-54.0,-76.0,-74.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-24,-87.0,-51.0,-76.0,-74.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-25,-89.0,-54.0,-75.0,-70.0,35.0
Mumbai,Maharashtra,12442373,India,2020-04-26,-89.0,-59.0,-74.0,-53.0,26.0
Mumbai,Maharashtra,12442373,India,2020-04-27,-87.0,-53.0,-76.0,-73.0,37.0
Mumbai,Maharashtra,12442373,India,2020-04-28,-87.0,-52.0,-75.0,-74.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-29,-87.0,-52.0,-74.0,-73.0,36.0
Mumbai,Maharashtra,12442373,India,2020-04-30,-87.0,-52.0,-75.0,-73.0,36.0
Mumbai,Maharashtra,12442373,India,2020-05-01,-87.0,-53.0,-76.0,-77.0,38.0
Mumbai,Maharashtra,12442373,India,2020-05-02,-88.0,-54.0,-74.0,-67.0,34.0
Mumbai,Maharashtra,12442373,India,2020-05-03,-88.0,-57.0,-72.0,-50.0,25.0
Mumbai,Maharashtra,12442373,India,2020-05-04,-84.0,-44.0,-71.0,-70.0,34.0
Mumbai,Maharashtra,12442373,India,2020-05-05,-84.0,-44.0,-70.0,-70.0,34.0
Mumbai,Maharashtra,12442373,India,2020-05-06,-83.0,-41.0,-68.0,-68.0,33.0
Mumbai,Maharashtra,12442373,India,2020-05-07,-83.0,-43.0,-70.0,-71.0,34.0
Mumbai,Maharashtra,12442373,India,2020-05-08,-82.0,-37.0,-68.0,-67.0,34.0
Mumbai,Maharashtra,12442373,India,2020-05-09,-85.0,-44.0,-68.0,-64.0,32.0
Pune,Maharashtra,3124458,India,2020-02-15,-3.0,-1.0,3.0,2.0,0.0
Pune,Maharashtra,3124458,India,2020-02-16,0.0,-1.0,2.0,0.0,0.0
Pune,Maharashtra,3124458,India,2020-02-17,-2.0,0.0,0.0,1.0,1.0
Pune,Maharashtra,3124458,India,2020-02-18,0.0,1.0,2.0,1.0,0.0
Pune,Maharashtra,3124458,India,2020-02-19,-1.0,-1.0,-3.0,-12.0,3.0
Pune,Maharashtra,3124458,India,2020-02-20,0.0,2.0,2.0,0.0,0.0
Pune,Maharashtra,3124458,India,2020-02-21,-7.0,-1.0,-9.0,-22.0,6.0
Pune,Maharashtra,3124458,India,2020-02-22,-7.0,-5.0,-4.0,-5.0,2.0
Pune,Maharashtra,3124458,India,2020-02-23,-4.0,-4.0,-1.0,3.0,1.0
Pune,Maharashtra,3124458,India,2020-02-24,-3.0,-3.0,0.0,2.0,1.0
Pune,Maharashtra,3124458,India,2020-02-25,-3.0,-2.0,-1.0,2.0,1.0
Pune,Maharashtra,3124458,India,2020-02-26,-1.0,-3.0,2.0,3.0,0.0
Pune,Maharashtra,3124458,India,2020-02-27,-2.0,-3.0,-1.0,1.0,1.0
Pune,Maharashtra,3124458,India,2020-02-28,-3.0,-1.0,-1.0,4.0,1.0
Pune,Maharashtra,3124458,India,2020-02-29,-5.0,0.0,0.0,6.0,1.0
Pune,Maharashtra,3124458,India,2020-03-01,-2.0,2.0,-1.0,5.0,1.0
Pune,Maharashtra,3124458,India,2020-03-02,-2.0,1.0,0.0,4.0,1.0
Pune,Maharashtra,3124458,India,2020-03-03,-1.0,1.0,-1.0,3.0,1.0
Pune,Maharashtra,3124458,India,2020-03-04,0.0,3.0,2.0,6.0,0.0
Pune,Maharashtra,3124458,India,2020-03-05,-1.0,3.0,0.0,4.0,1.0
Pune,Maharashtra,3124458,India,2020-03-06,0.0,4.0,1.0,5.0,1.0
Pune,Maharashtra,3124458,India,2020-03-07,-2.0,5.0,3.0,4.0,1.0
Pune,Maharashtra,3124458,India,2020-03-08,1.0,4.0,-2.0,6.0,1.0
Pune,Maharashtra,3124458,India,2020-03-09,-1.0,6.0,-4.0,-4.0,2.0
Pune,Maharashtra,3124458,India,2020-03-10,-17.0,-21.0,-32.0,-60.0,18.0
Pune,Maharashtra,3124458,India,2020-03-11,-5.0,0.0,0.0,0.0,0.0
Pune,Maharashtra,3124458,India,2020-03-12,-6.0,1.0,-3.0,-1.0,1.0
Pune,Maharashtra,3124458,India,2020-03-13,-9.0,1.0,-7.0,-2.0,3.0
Pune,Maharashtra,3124458,India,2020-03-14,-14.0,3.0,-9.0,-5.0,5.0
Pune,Maharashtra,3124458,India,2020-03-15,-17.0,-1.0,-11.0,1.0,4.0
Pune,Maharashtra,3124458,India,2020-03-16,-12.0,1.0,-10.0,-8.0,5.0
Pune,Maharashtra,3124458,India,2020-03-17,-18.0,0.0,-15.0,-14.0,7.0
Pune,Maharashtra,3124458,India,2020-03-18,-22.0,-5.0,-19.0,-18.0,8.0
Pune,Maharashtra,3124458,India,2020-03-19,-28.0,-8.0,-26.0,-24.0,10.0
Pune,Maharashtra,3124458,India,2020-03-20,-41.0,-12.0,-33.0,-31.0,14.0
Pune,Maharashtra,3124458,India,2020-03-21,-60.0,-26.0,-45.0,-43.0,17.0
Pune,Maharashtra,3124458,India,2020-03-22,-86.0,-84.0,-78.0,-62.0,26.0
Pune,Maharashtra,3124458,India,2020-03-23,-69.0,-39.0,-69.0,-69.0,29.0
Pune,Maharashtra,3124458,India,2020-03-24,-76.0,-50.0,-76.0,-77.0,34.0
Pune,Maharashtra,3124458,India,2020-03-25,-82.0,-67.0,-81.0,-81.0,37.0
Pune,Maharashtra,3124458,India,2020-03-26,-80.0,-63.0,-79.0,-78.0,36.0
Pune,Maharashtra,3124458,India,2020-03-27,-80.0,-62.0,-79.0,-77.0,36.0
Pune,Maharashtra,3124458,India,2020-03-28,-82.0,-66.0,-79.0,-74.0,34.0
Pune,Maharashtra,3124458,India,2020-03-29,-82.0,-68.0,-77.0,-57.0,25.0
Pune,Maharashtra,3124458,India,2020-03-30,-79.0,-63.0,-79.0,-76.0,35.0
Pune,Maharashtra,3124458,India,2020-03-31,-80.0,-64.0,-80.0,-76.0,35.0
Pune,Maharashtra,3124458,India,2020-04-01,-80.0,-65.0,-80.0,-77.0,35.0
Pune,Maharashtra,3124458,India,2020-04-02,-81.0,-66.0,-81.0,-79.0,37.0
Pune,Maharashtra,3124458,India,2020-04-03,-80.0,-64.0,-80.0,-76.0,36.0
Pune,Maharashtra,3124458,India,2020-04-04,-82.0,-66.0,-79.0,-71.0,34.0
Pune,Maharashtra,3124458,India,2020-04-05,-82.0,-68.0,-78.0,-55.0,25.0
Pune,Maharashtra,3124458,India,2020-04-06,-80.0,-64.0,-80.0,-78.0,36.0
Pune,Maharashtra,3124458,India,2020-04-07,-82.0,-54.0,-76.0,-76.0,35.0
Pune,Maharashtra,3124458,India,2020-04-08,-83.0,-57.0,-76.0,-76.0,35.0
Pune,Maharashtra,3124458,India,2020-04-09,-83.0,-55.0,-77.0,-77.0,37.0
Pune,Maharashtra,3124458,India,2020-04-10,-83.0,-56.0,-78.0,-79.0,39.0
Pune,Maharashtra,3124458,India,2020-04-11,-85.0,-60.0,-77.0,-73.0,36.0
Pune,Maharashtra,3124458,India,2020-04-12,-85.0,-63.0,-75.0,-56.0,25.0
Pune,Maharashtra,3124458,India,2020-04-13,-82.0,-57.0,-77.0,-75.0,37.0
Pune,Maharashtra,3124458,India,2020-04-14,-83.0,-59.0,-78.0,-78.0,37.0
Pune,Maharashtra,3124458,India,2020-04-15,-82.0,-53.0,-75.0,-74.0,35.0
Pune,Maharashtra,3124458,India,2020-04-16,-87.0,-49.0,-75.0,-75.0,36.0
Pune,Maharashtra,3124458,India,2020-04-17,-87.0,-49.0,-75.0,-74.0,37.0
Pune,Maharashtra,3124458,India,2020-04-18,-89.0,-56.0,-75.0,-69.0,34.0
Pune,Maharashtra,3124458,India,2020-04-19,-89.0,-58.0,-73.0,-53.0,25.0
Pune,Maharashtra,3124458,India,2020-04-20,-87.0,-52.0,-75.0,-73.0,36.0
Pune,Maharashtra,3124458,India,2020-04-21,-87.0,-52.0,-75.0,-74.0,36.0
Pune,Maharashtra,3124458,India,2020-04-22,-87.0,-53.0,-75.0,-74.0,36.0
Pune,Maharashtra,3124458,India,2020-04-23,-88.0,-54.0,-76.0,-74.0,37.0
Pune,Maharashtra,3124458,India,2020-04-24,-87.0,-51.0,-76.0,-74.0,37.0
Pune,Maharashtra,3124458,India,2020-04-25,-89.0,-54.0,-75.0,-70.0,35.0
Pune,Maharashtra,3124458,India,2020-04-26,-89.0,-59.0,-74.0,-53.0,26.0
Pune,Maharashtra,3124458,India,2020-04-27,-87.0,-53.0,-76.0,-73.0,37.0
Pune,Maharashtra,3124458,India,2020-04-28,-87.0,-52.0,-75.0,-74.0,36.0
Pune,Maharashtra,3124458,India,2020-04-29,-87.0,-52.0,-74.0,-73.0,36.0
Pune,Maharashtra,3124458,India,2020-04-30,-87.0,-52.0,-75.0,-73.0,36.0
Pune,Maharashtra,3124458,India,2020-05-01,-87.0,-53.0,-76.0,-77.0,38.0
Pune,Maharashtra,3124458,India,2020-05-02,-88.0,-54.0,-74.0,-67.0,34.0
Pune,Maharashtra,3124458,India,2020-05-03,-88.0,-57.0,-72.0,-50.0,25.0
Pune,Maharashtra,3124458,India,2020-05-04,-84.0,-44.0,-71.0,-70.0,34.0
Pune,Maharashtra,3124458,India,2020-05-05,-84.0,-44.0,-70.0,-70.0,34.0
Pune,Maharashtra,3124458,India,2020-05-06,-83.0,-41.0,-68.0,-68.0,33.0
Pune,Maharashtra,3124458,India,2020-05-07,-83.0,-43.0,-70.0,-71.0,34.0
Pune,Maharashtra,3124458,India,2020-05-08,-82.0,-37.0,-68.0,-67.0,34.0
Pune,Maharashtra,3124458,India,2020-05-09,-85.0,-44.0,-68.0,-64.0,32.0
Nagpur,Maharashtra,2405665,India,2020-02-15,-3.0,-1.0,3.0,2.0,0.0
Nagpur,Maharashtra,2405665,India,2020-02-16,0.0,-1.0,2.0,0.0,0.0
Nagpur,Maharashtra,2405665,India,2020-02-17,-2.0,0.0,0.0,1.0,1.0
Nagpur,Maharashtra,2405665,India,2020-02-18,0.0,1.0,2.0,1.0,0.0
Nagpur,Maharashtra,2405665,India,2020-02-19,-1.0,-1.0,-3.0,-12.0,3.0
Nagpur,Maharashtra,2405665,India,2020-02-20,0.0,2.0,2.0,0.0,0.0
Nagpur,Maharashtra,2405665,India,2020-02-21,-7.0,-1.0,-9.0,-22.0,6.0
Nagpur,Maharashtra,2405665,India,2020-02-22,-7.0,-5.0,-4.0,-5.0,2.0
Nagpur,Maharashtra,2405665,India,2020-02-23,-4.0,-4.0,-1.0,3.0,1.0
Nagpur,Maharashtra,2405665,India,2020-02-24,-3.0,-3.0,0.0,2.0,1.0
Nagpur,Maharashtra,2405665,India,2020-02-25,-3.0,-2.0,-1.0,2.0,1.0
Nagpur,Maharashtra,2405665,India,2020-02-26,-1.0,-3.0,2.0,3.0,0.0
Nagpur,Maharashtra,2405665,India,2020-02-27,-2.0,-3.0,-1.0,1.0,1.0
Nagpur,Maharashtra,2405665,India,2020-02-28,-3.0,-1.0,-1.0,4.0,1.0
Nagpur,Maharashtra,2405665,India,2020-02-29,-5.0,0.0,0.0,6.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-01,-2.0,2.0,-1.0,5.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-02,-2.0,1.0,0.0,4.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-03,-1.0,1.0,-1.0,3.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-04,0.0,3.0,2.0,6.0,0.0
Nagpur,Maharashtra,2405665,India,2020-03-05,-1.0,3.0,0.0,4.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-06,0.0,4.0,1.0,5.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-07,-2.0,5.0,3.0,4.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-08,1.0,4.0,-2.0,6.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-09,-1.0,6.0,-4.0,-4.0,2.0
Nagpur,Maharashtra,2405665,India,2020-03-10,-17.0,-21.0,-32.0,-60.0,18.0
Nagpur,Maharashtra,2405665,India,2020-03-11,-5.0,0.0,0.0,0.0,0.0
Nagpur,Maharashtra,2405665,India,2020-03-12,-6.0,1.0,-3.0,-1.0,1.0
Nagpur,Maharashtra,2405665,India,2020-03-13,-9.0,1.0,-7.0,-2.0,3.0
Nagpur,Maharashtra,2405665,India,2020-03-14,-14.0,3.0,-9.0,-5.0,5.0
Nagpur,Maharashtra,2405665,India,2020-03-15,-17.0,-1.0,-11.0,1.0,4.0
Nagpur,Maharashtra,2405665,India,2020-03-16,-12.0,1.0,-10.0,-8.0,5.0
Nagpur,Maharashtra,2405665,India,2020-03-17,-18.0,0.0,-15.0,-14.0,7.0
Nagpur,Maharashtra,2405665,India,2020-03-18,-22.0,-5.0,-19.0,-18.0,8.0
Nagpur,Maharashtra,2405665,India,2020-03-19,-28.0,-8.0,-26.0,-24.0,10.0
Nagpur,Maharashtra,2405665,India,2020-03-20,-41.0,-12.0,-33.0,-31.0,14.0
Nagpur,Maharashtra,2405665,India,2020-03-21,-60.0,-26.0,-45.0,-43.0,17.0
Nagpur,Maharashtra,2405665,India,2020-03-22,-86.0,-84.0,-78.0,-62.0,26.0
Nagpur,Maharashtra,2405665,India,2020-03-23,-69.0,-39.0,-69.0,-69.0,29.0
Nagpur,Maharashtra,2405665,India,2020-03-24,-76.0,-50.0,-76.0,-77.0,34.0
Nagpur,Maharashtra,2405665,India,2020-03-25,-82.0,-67.0,-81.0,-81.0,37.0
Nagpur,Maharashtra,2405665,India,2020-03-26,-80.0,-63.0,-79.0,-78.0,36.0
Nagpur,Maharashtra,2405665,India,2020-03-27,-80.0,-62.0,-79.0,-77.0,36.0
Nagpur,Maharashtra,2405665,India,2020-03-28,-82.0,-66.0,-79.0,-74.0,34.0
Nagpur,Maharashtra,2405665,India,2020-03-29,-82.0,-68.0,-77.0,-57.0,25.0
Nagpur,Maharashtra,2405665,India,2020-03-30,-79.0,-63.0,-79.0,-76.0,35.0
Nagpur,Maharashtra,2405665,India,2020-03-31,-80.0,-64.0,-80.0,-76.0,35.0
Nagpur,Maharashtra,2405665,India,2020-04-01,-80.0,-65.0,-80.0,-77.0,35.0
Nagpur,Maharashtra,2405665,India,2020-04-02,-81.0,-66.0,-81.0,-79.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-03,-80.0,-64.0,-80.0,-76.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-04,-82.0,-66.0,-79.0,-71.0,34.0
Nagpur,Maharashtra,2405665,India,2020-04-05,-82.0,-68.0,-78.0,-55.0,25.0
Nagpur,Maharashtra,2405665,India,2020-04-06,-80.0,-64.0,-80.0,-78.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-07,-82.0,-54.0,-76.0,-76.0,35.0
Nagpur,Maharashtra,2405665,India,2020-04-08,-83.0,-57.0,-76.0,-76.0,35.0
Nagpur,Maharashtra,2405665,India,2020-04-09,-83.0,-55.0,-77.0,-77.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-10,-83.0,-56.0,-78.0,-79.0,39.0
Nagpur,Maharashtra,2405665,India,2020-04-11,-85.0,-60.0,-77.0,-73.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-12,-85.0,-63.0,-75.0,-56.0,25.0
Nagpur,Maharashtra,2405665,India,2020-04-13,-82.0,-57.0,-77.0,-75.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-14,-83.0,-59.0,-78.0,-78.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-15,-82.0,-53.0,-75.0,-74.0,35.0
Nagpur,Maharashtra,2405665,India,2020-04-16,-87.0,-49.0,-75.0,-75.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-17,-87.0,-49.0,-75.0,-74.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-18,-89.0,-56.0,-75.0,-69.0,34.0
Nagpur,Maharashtra,2405665,India,2020-04-19,-89.0,-58.0,-73.0,-53.0,25.0
Nagpur,Maharashtra,2405665,India,2020-04-20,-87.0,-52.0,-75.0,-73.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-21,-87.0,-52.0,-75.0,-74.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-22,-87.0,-53.0,-75.0,-74.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-23,-88.0,-54.0,-76.0,-74.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-24,-87.0,-51.0,-76.0,-74.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-25,-89.0,-54.0,-75.0,-70.0,35.0
Nagpur,Maharashtra,2405665,India,2020-04-26,-89.0,-59.0,-74.0,-53.0,26.0
Nagpur,Maharashtra,2405665,India,2020-04-27,-87.0,-53.0,-76.0,-73.0,37.0
Nagpur,Maharashtra,2405665,India,2020-04-28,-87.0,-52.0,-75.0,-74.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-29,-87.0,-52.0,-74.0,-73.0,36.0
Nagpur,Maharashtra,2405665,India,2020-04-30,-87.0,-52.0,-75.0,-73.0,36.0
Nagpur,Maharashtra,2405665,India,2020-05-01,-87.0,-53.0,-76.0,-77.0,38.0
Nagpur,Maharashtra,2405665,India,2020-05-02,-88.0,-54.0,-74.0,-67.0,34.0
Nagpur,Maharashtra,2405665,India,2020-05-03,-88.0,-57.0,-72.0,-50.0,25.0
Nagpur,Maharashtra,2405665,India,2020-05-04,-84.0,-44.0,-71.0,-70.0,34.0
Nagpur,Maharashtra,2405665,India,2020-05-05,-84.0,-44.0,-70.0,-70.0,34.0
Nagpur,Maharashtra,2405665,India,2020-05-06,-83.0,-41.0,-68.0,-68.0,33.0
Nagpur,Maharashtra,2405665,India,2020-05-07,-83.0,-43.0,-70.0,-71.0,34.0
Nagpur,Maharashtra,2405665,India,2020-05-08,-82.0,-37.0,-68.0,-67.0,34.0
Nagpur,Maharashtra,2405665,India,2020-05-09,-85.0,-44.0,-68.0,-64.0,32.0
Thane,Maharashtra,1841488,India,2020-02-15,-3.0,-1.0,3.0,2.0,0.0
Thane,Maharashtra,1841488,India,2020-02-16,0.0,-1.0,2.0,0.0,0.0
Thane,Maharashtra,1841488,India,2020-02-17,-2.0,0.0,0.0,1.0,1.0
Thane,Maharashtra,1841488,India,2020-02-18,0.0,1.0,2.0,1.0,0.0
Thane,Maharashtra,1841488,India,2020-02-19,-1.0,-1.0,-3.0,-12.0,3.0
Thane,Maharashtra,1841488,India,2020-02-20,0.0,2.0,2.0,0.0,0.0
Thane,Maharashtra,1841488,India,2020-02-21,-7.0,-1.0,-9.0,-22.0,6.0
Thane,Maharashtra,1841488,India,2020-02-22,-7.0,-5.0,-4.0,-5.0,2.0
Thane,Maharashtra,1841488,India,2020-02-23,-4.0,-4.0,-1.0,3.0,1.0
Thane,Maharashtra,1841488,India,2020-02-24,-3.0,-3.0,0.0,2.0,1.0
Thane,Maharashtra,1841488,India,2020-02-25,-3.0,-2.0,-1.0,2.0,1.0
Thane,Maharashtra,1841488,India,2020-02-26,-1.0,-3.0,2.0,3.0,0.0
Thane,Maharashtra,1841488,India,2020-02-27,-2.0,-3.0,-1.0,1.0,1.0
Thane,Maharashtra,1841488,India,2020-02-28,-3.0,-1.0,-1.0,4.0,1.0
Thane,Maharashtra,1841488,India,2020-02-29,-5.0,0.0,0.0,6.0,1.0
Thane,Maharashtra,1841488,India,2020-03-01,-2.0,2.0,-1.0,5.0,1.0
Thane,Maharashtra,1841488,India,2020-03-02,-2.0,1.0,0.0,4.0,1.0
Thane,Maharashtra,1841488,India,2020-03-03,-1.0,1.0,-1.0,3.0,1.0
Thane,Maharashtra,1841488,India,2020-03-04,0.0,3.0,2.0,6.0,0.0
Thane,Maharashtra,1841488,India,2020-03-05,-1.0,3.0,0.0,4.0,1.0
Thane,Maharashtra,1841488,India,2020-03-06,0.0,4.0,1.0,5.0,1.0
Thane,Maharashtra,1841488,India,2020-03-07,-2.0,5.0,3.0,4.0,1.0
Thane,Maharashtra,1841488,India,2020-03-08,1.0,4.0,-2.0,6.0,1.0
Thane,Maharashtra,1841488,India,2020-03-09,-1.0,6.0,-4.0,-4.0,2.0
Thane,Maharashtra,1841488,India,2020-03-10,-17.0,-21.0,-32.0,-60.0,18.0
Thane,Maharashtra,1841488,India,2020-03-11,-5.0,0.0,0.0,0.0,0.0
Thane,Maharashtra,1841488,India,2020-03-12,-6.0,1.0,-3.0,-1.0,1.0
Thane,Maharashtra,1841488,India,2020-03-13,-9.0,1.0,-7.0,-2.0,3.0
Thane,Maharashtra,1841488,India,2020-03-14,-14.0,3.0,-9.0,-5.0,5.0
Thane,Maharashtra,1841488,India,2020-03-15,-17.0,-1.0,-11.0,1.0,4.0
Thane,Maharashtra,1841488,India,2020-03-16,-12.0,1.0,-10.0,-8.0,5.0
Thane,Maharashtra,1841488,India,2020-03-17,-18.0,0.0,-15.0,-14.0,7.0
Thane,Maharashtra,1841488,India,2020-03-18,-22.0,-5.0,-19.0,-18.0,8.0
